EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Value_of_Employee,Overall_Sentiment,Importance_Level,Eligible_For_Hike,Recommended_Hike_pct,New_MonthlyIncome
730,35,0,2,1,25,3,0,0,3,0,10388,1,1,3,16,3,2,16,10,10,1,8.16,NEUTRAL,Very Important,No,0.0,10388.0
731,30,0,2,1,8,2,0,5,1,1,11416,0,1,3,9,4,2,8,7,1,7,6.61,NEUTRAL,Less Valuable,No,0.0,11416.0
732,20,1,2,1,11,4,0,6,1,2,2600,1,1,1,1,2,3,1,0,0,0,5.8,NEUTRAL,Less Valuable,Yes,10.86,2882.36
733,30,1,1,1,5,2,0,2,2,2,2422,0,0,1,4,3,3,3,2,1,2,3.38,NEUTRAL,Not Valuable,No,0.0,2422.0
734,26,0,2,1,2,4,1,4,4,1,5472,1,0,2,8,2,3,8,7,1,3,6.39,NEUTRAL,Less Valuable,No,0.0,5472.0
735,22,0,2,1,8,2,1,2,1,1,2451,1,0,1,4,3,2,4,3,1,1,3.23,NEUTRAL,Not Valuable,No,0.0,2451.0
736,48,0,2,1,6,1,1,0,3,2,4240,2,0,4,19,0,3,2,2,2,2,5.25,NEUTRAL,Not Valuable,No,0.0,4240.0
737,48,0,2,1,4,3,1,0,3,2,10999,7,0,2,27,3,3,15,11,4,8,6.51,NEUTRAL,Less Valuable,No,0.0,10999.0
738,41,0,2,1,7,4,0,4,3,2,5003,6,0,2,8,6,3,2,2,2,1,6.36,NEUTRAL,Less Valuable,No,0.0,5003.0
739,39,0,2,1,1,4,0,4,4,1,12742,1,0,3,21,3,3,21,6,11,8,8.22,NEUTRAL,Very Important,No,0.0,12742.0
740,27,0,2,1,2,1,0,4,4,1,4227,0,0,2,4,2,3,3,2,2,2,4.9,NEUTRAL,Not Valuable,No,0.0,4227.0
741,35,0,2,1,10,2,1,2,4,0,3917,1,0,1,3,4,2,3,2,1,2,4.81,NEUTRAL,Not Valuable,No,0.0,3917.0
742,42,0,2,2,5,4,1,3,3,1,18303,6,0,2,21,3,4,1,0,0,0,6.82,NEUTRAL,Less Valuable,No,0.0,18303.0
743,50,0,2,1,9,1,1,2,4,1,2380,4,0,2,8,5,3,1,0,0,0,5.1,NEUTRAL,Not Valuable,No,0.0,2380.0
744,59,0,2,1,2,3,0,4,4,2,13726,3,1,1,30,4,3,5,3,4,3,8.19,NEUTRAL,Very Important,No,0.0,13726.0
745,37,1,2,1,11,1,0,0,2,1,4777,5,0,1,15,2,1,1,0,0,0,2.95,NEUTRAL,Not Valuable,No,0.0,4777.0
746,55,0,1,1,18,3,1,0,2,1,6385,3,1,4,17,3,3,8,7,6,7,7.63,NEUTRAL,Very Important,No,0.0,6385.0
747,41,0,0,1,7,2,0,5,3,0,19973,1,0,2,21,3,3,21,16,5,10,5.27,NEUTRAL,Not Valuable,No,0.0,19973.0
748,38,0,2,2,3,2,1,7,4,2,6861,8,1,3,19,1,3,1,0,0,0,7.46,NEUTRAL,Very Important,No,0.0,6861.0
749,26,1,0,2,29,2,1,7,1,2,4969,8,0,4,7,6,3,2,2,2,2,4.2,NEUTRAL,Not Valuable,No,0.0,4969.0
750,52,1,2,2,2,1,0,3,4,1,19845,1,0,4,33,3,3,32,14,6,9,7.7,NEUTRAL,Very Important,Yes,14.0,22623.300000000003
751,44,0,2,2,28,4,0,7,4,1,13320,3,1,3,23,2,3,12,11,11,11,9.82,NEUTRAL,Very Important,No,0.0,13320.0
752,50,0,0,2,1,4,0,7,3,1,6347,0,0,1,19,3,3,18,7,0,13,5.02,NEUTRAL,Not Valuable,No,0.0,6347.0
753,36,1,2,1,16,3,0,2,1,2,2743,1,0,3,18,1,3,17,13,15,14,6.04,NEUTRAL,Less Valuable,Yes,12.21,3077.9203
754,39,0,1,1,22,4,0,4,1,2,10880,1,1,3,21,2,3,21,6,2,8,7.28,NEUTRAL,Very Important,No,0.0,10880.0
755,33,0,0,2,8,2,0,8,4,2,2342,0,0,4,3,2,2,2,2,2,2,4.6,NEUTRAL,Not Valuable,No,0.0,2342.0
756,45,0,2,2,11,4,0,3,4,1,17650,3,0,2,26,4,4,9,3,1,1,7.63,NEUTRAL,Very Important,No,0.0,17650.0
757,32,0,0,1,29,4,0,2,3,2,4025,9,0,2,10,2,3,8,7,7,7,5.08,NEUTRAL,Not Valuable,No,0.0,4025.0
758,34,0,2,2,1,2,1,7,4,0,9725,0,0,4,16,2,2,15,1,0,9,6.63,NEUTRAL,Less Valuable,No,0.0,9725.0
759,59,0,2,2,1,2,1,3,4,1,11904,3,1,3,14,1,1,6,4,0,4,7.21,NEUTRAL,Very Important,No,0.0,11904.0
760,45,0,2,0,24,2,1,1,2,2,2177,1,0,1,6,3,3,6,3,0,4,4.09,NEUTRAL,Not Valuable,No,0.0,2177.0
761,53,0,1,2,2,3,0,7,2,1,7525,2,0,1,30,2,3,15,7,6,12,5.0,NEUTRAL,Not Valuable,No,0.0,7525.0
762,36,1,2,1,15,1,1,2,3,0,4834,7,0,2,9,3,2,1,0,0,0,4.19,NEUTRAL,Not Valuable,No,0.0,4834.0
763,26,1,1,1,2,1,1,6,1,1,2042,6,1,2,6,2,3,3,2,1,2,4.47,NEUTRAL,Not Valuable,No,0.0,2042.0
764,34,0,2,2,10,3,0,8,3,1,2220,1,1,4,1,2,3,1,1,0,0,7.58,NEUTRAL,Very Important,No,0.0,2220.0
765,28,0,2,2,10,4,1,8,2,1,1052,1,0,2,1,5,3,1,0,0,0,5.37,NEUTRAL,Not Valuable,No,0.0,1052.0
766,38,0,1,1,3,3,1,6,3,1,2821,3,0,1,8,2,3,2,2,2,2,4.26,NEUTRAL,Not Valuable,No,0.0,2821.0
767,50,0,2,1,2,2,1,5,3,1,19237,2,1,4,29,2,2,8,1,7,7,8.56,NEUTRAL,Very Important,No,0.0,19237.0
768,37,0,2,1,3,4,0,0,2,2,4107,3,0,1,8,3,2,4,3,0,1,4.66,NEUTRAL,Not Valuable,No,0.0,4107.0
769,40,0,2,2,26,3,1,7,1,1,8396,1,0,2,8,3,2,7,7,7,5,4.86,NEUTRAL,Not Valuable,No,0.0,8396.0
770,26,0,1,1,1,1,0,6,3,0,2007,1,0,3,5,5,3,5,3,1,3,4.6,NEUTRAL,Not Valuable,No,0.0,2007.0
771,46,0,2,1,1,4,1,5,4,0,19627,9,0,4,23,0,3,2,2,2,2,7.72,NEUTRAL,Very Important,No,0.0,19627.0
772,54,0,2,2,2,3,0,7,3,1,10686,6,0,2,13,4,3,9,4,7,0,6.2,NEUTRAL,Less Valuable,No,0.0,10686.0
773,56,0,1,1,9,1,0,6,3,1,2942,2,0,2,18,4,3,5,4,0,3,4.21,NEUTRAL,Not Valuable,No,0.0,2942.0
774,36,0,2,1,12,4,0,4,4,2,8858,0,0,2,15,2,2,14,8,7,8,6.86,NEUTRAL,Less Valuable,No,0.0,8858.0
775,55,0,0,1,2,3,1,3,1,2,16756,7,0,2,31,3,4,9,7,6,2,4.72,NEUTRAL,Not Valuable,No,0.0,16756.0
776,43,0,2,2,25,3,1,7,4,0,10798,5,0,3,18,5,3,1,0,0,0,6.91,NEUTRAL,Less Valuable,No,0.0,10798.0
777,20,1,1,2,9,4,0,8,4,2,2323,1,1,2,2,3,3,2,2,0,2,7.22,NEUTRAL,Very Important,Yes,16.64,2709.5471999999995
778,21,1,2,1,10,3,0,2,1,2,1416,1,0,1,1,6,2,1,0,1,0,3.92,NEUTRAL,Not Valuable,No,0.0,1416.0
779,46,0,2,1,8,4,0,6,1,0,4615,8,1,1,19,2,3,16,13,1,7,6.61,NEUTRAL,Less Valuable,No,0.0,4615.0
780,51,1,2,1,4,1,1,6,3,1,2461,9,1,3,18,2,4,10,0,2,7,7.24,NEUTRAL,Very Important,Yes,18.0,2903.98
781,28,1,0,1,24,2,1,0,1,2,8722,1,0,1,10,2,2,10,7,1,9,2.55,NEUTRAL,Not Valuable,No,0.0,8722.0
782,26,0,2,1,1,1,1,2,1,1,3955,1,0,1,6,2,3,5,3,1,3,3.11,NEUTRAL,Not Valuable,No,0.0,3955.0
783,30,0,2,1,20,3,1,4,1,1,9957,0,0,3,7,1,2,6,2,0,2,4.64,NEUTRAL,Not Valuable,No,0.0,9957.0
784,41,0,2,1,7,2,0,6,3,1,3376,1,0,3,10,3,3,10,6,0,8,5.73,NEUTRAL,Less Valuable,No,0.0,3376.0
785,38,0,2,1,17,3,0,0,3,1,8823,0,0,1,20,4,2,19,9,1,9,5.68,NEUTRAL,Not Valuable,No,0.0,8823.0
786,40,0,2,1,20,1,1,0,4,1,10322,4,0,4,14,6,3,11,10,11,1,7.15,NEUTRAL,Very Important,No,0.0,10322.0
787,27,0,0,1,8,1,1,2,3,1,4621,1,0,4,3,4,3,3,2,1,2,4.3,NEUTRAL,Not Valuable,No,0.0,4621.0
788,55,0,1,1,2,4,1,4,2,1,10976,3,0,2,23,4,3,3,2,1,2,5.46,NEUTRAL,Not Valuable,No,0.0,10976.0
789,28,0,2,1,10,3,0,6,3,2,3660,3,0,4,10,4,4,8,7,1,7,7.03,NEUTRAL,Very Important,No,0.0,3660.0
790,44,1,2,0,1,2,1,1,1,1,10482,9,0,4,24,1,3,20,6,3,6,5.62,NEUTRAL,Not Valuable,No,0.0,10482.0
791,33,0,2,1,5,4,1,0,4,0,7119,4,0,3,9,2,3,3,2,1,2,6.82,NEUTRAL,Less Valuable,No,0.0,7119.0
792,35,1,2,2,4,4,1,7,1,2,9582,0,1,1,9,2,3,8,7,4,7,6.7,NEUTRAL,Less Valuable,Yes,9.5,10492.289999999999
793,33,1,1,1,29,1,0,6,3,2,4508,1,0,2,14,4,3,13,7,3,8,4.62,NEUTRAL,Not Valuable,No,0.0,4508.0
794,28,0,2,1,15,1,1,2,3,0,2207,1,0,4,4,5,2,4,2,2,2,5.36,NEUTRAL,Not Valuable,No,0.0,2207.0
795,34,0,1,1,3,1,1,0,4,2,7756,0,0,3,7,1,2,6,2,0,4,4.5,NEUTRAL,Not Valuable,No,0.0,7756.0
796,37,0,2,2,10,4,0,7,4,0,6694,2,1,3,8,5,3,1,0,0,0,8.73,NEUTRAL,Very Important,No,0.0,6694.0
797,25,1,2,1,4,4,1,2,4,1,3691,1,1,2,7,3,4,7,7,5,6,8.69,NEUTRAL,Very Important,Yes,23.25,4549.157499999999
798,26,1,2,1,21,1,1,2,3,0,2377,1,0,3,1,0,2,1,1,0,0,4.02,NEUTRAL,Not Valuable,No,0.0,2377.0
799,33,1,2,1,25,1,1,6,2,2,2313,4,1,2,5,0,3,2,2,2,2,5.31,NEUTRAL,Not Valuable,No,0.0,2313.0
800,42,0,2,1,2,4,1,3,1,1,17665,0,0,4,23,3,3,22,6,13,7,7.56,NEUTRAL,Very Important,No,0.0,17665.0
801,28,1,1,1,1,1,1,2,2,0,2596,1,0,1,1,2,3,1,0,0,0,2.62,NEUTRAL,Not Valuable,No,0.0,2596.0
802,50,1,1,2,1,4,1,7,3,2,4728,3,1,4,5,4,3,0,0,0,0,7.82,NEUTRAL,Very Important,Yes,14.69,5422.5432
803,33,0,1,2,7,4,0,7,2,1,4302,0,0,3,4,3,3,3,2,0,2,5.19,NEUTRAL,Not Valuable,No,0.0,4302.0
804,34,0,0,1,3,3,1,6,4,1,2979,3,0,4,6,2,3,0,0,0,0,5.22,NEUTRAL,Not Valuable,No,0.0,2979.0
805,48,0,0,1,1,1,1,3,4,2,16885,2,0,3,27,3,2,5,4,2,1,4.76,NEUTRAL,Not Valuable,No,0.0,16885.0
806,45,0,0,2,9,2,0,7,3,1,5593,1,0,4,15,2,3,15,10,4,12,5.33,NEUTRAL,Not Valuable,No,0.0,5593.0
807,52,0,2,1,7,2,1,0,2,2,10445,7,0,4,18,4,3,8,6,4,0,6.09,NEUTRAL,Less Valuable,No,0.0,10445.0
808,38,0,2,2,10,3,1,7,3,0,8740,0,1,2,9,2,3,8,7,2,7,7.5,NEUTRAL,Very Important,No,0.0,8740.0
809,29,0,2,1,28,3,0,6,4,0,2514,4,0,1,11,1,3,7,5,1,7,5.44,NEUTRAL,Not Valuable,No,0.0,2514.0
810,28,0,2,1,3,4,0,4,2,0,7655,0,0,2,10,3,2,9,7,1,7,5.59,NEUTRAL,Not Valuable,No,0.0,7655.0
811,46,0,2,2,3,1,1,3,3,1,17465,3,0,4,23,3,3,12,9,4,9,6.7,NEUTRAL,Less Valuable,No,0.0,17465.0
812,38,0,2,2,2,4,1,7,2,2,7351,7,0,3,10,2,3,1,0,0,0,5.78,NEUTRAL,Less Valuable,No,0.0,7351.0
813,43,0,1,1,27,3,0,4,1,1,10820,8,0,3,18,1,3,8,7,0,1,4.49,NEUTRAL,Not Valuable,No,0.0,10820.0
814,39,1,1,1,2,1,1,0,4,0,12169,7,0,4,21,4,3,18,7,11,5,6.66,NEUTRAL,Less Valuable,Yes,9.5,13325.055
815,40,0,2,1,14,3,1,5,3,2,19626,1,0,1,21,2,4,20,7,4,9,6.57,NEUTRAL,Less Valuable,No,0.0,19626.0
816,21,0,2,1,1,4,0,6,2,2,2070,1,1,3,2,6,4,2,2,2,2,8.14,NEUTRAL,Very Important,No,0.0,2070.0
817,39,0,0,1,9,3,1,2,2,2,6782,9,0,3,9,2,2,5,4,0,3,3.93,NEUTRAL,Not Valuable,No,0.0,6782.0
818,36,0,0,1,18,1,1,4,4,2,7779,2,0,1,18,0,3,11,9,0,9,3.55,NEUTRAL,Not Valuable,No,0.0,7779.0
819,31,0,1,2,20,3,1,8,4,1,2791,0,0,1,3,4,3,2,2,2,2,4.92,NEUTRAL,Not Valuable,No,0.0,2791.0
820,28,0,2,1,2,1,1,6,2,1,3201,0,0,1,6,2,1,5,3,0,4,2.95,NEUTRAL,Not Valuable,No,0.0,3201.0
821,35,0,1,2,11,4,1,7,4,0,4968,1,0,4,5,3,3,5,2,0,2,6.61,NEUTRAL,Less Valuable,No,0.0,4968.0
822,49,0,2,2,8,4,1,7,2,1,13120,6,0,2,22,3,3,9,8,2,3,6.17,NEUTRAL,Less Valuable,No,0.0,13120.0
823,34,0,1,1,2,4,1,4,3,2,4033,2,0,4,5,3,2,3,2,0,2,5.8,NEUTRAL,Less Valuable,No,0.0,4033.0
824,29,0,1,1,10,4,0,6,2,0,3291,0,0,4,8,2,2,7,5,1,1,5.27,NEUTRAL,Not Valuable,No,0.0,3291.0
825,42,0,2,1,29,2,1,2,4,2,4272,4,0,1,16,3,3,1,0,0,0,5.03,NEUTRAL,Not Valuable,No,0.0,4272.0
826,29,0,2,1,8,2,1,4,4,1,5056,1,1,3,10,2,2,10,7,1,2,7.32,NEUTRAL,Very Important,No,0.0,5056.0
827,38,0,2,0,1,3,1,1,3,1,2844,1,0,4,7,2,4,7,6,5,0,6.59,NEUTRAL,Less Valuable,No,0.0,2844.0
828,28,0,1,1,6,3,1,6,3,0,2703,1,1,4,3,2,3,3,1,0,2,7.1,NEUTRAL,Very Important,No,0.0,2703.0
829,18,1,0,1,8,3,1,2,3,2,1904,1,0,4,0,0,3,0,0,0,0,4.36,NEUTRAL,Not Valuable,No,0.0,1904.0
830,33,1,2,2,9,1,0,7,1,2,8224,0,1,1,6,3,3,5,2,0,3,5.04,NEUTRAL,Not Valuable,No,0.0,8224.0
831,41,0,2,1,12,2,1,2,4,1,4766,3,1,1,6,4,3,1,0,0,0,6.71,NEUTRAL,Less Valuable,No,0.0,4766.0
832,31,1,1,1,15,3,1,2,3,1,2610,1,0,3,2,5,2,2,2,2,2,5.16,NEUTRAL,Not Valuable,No,0.0,2610.0
833,37,0,2,1,25,3,0,0,4,0,5731,7,0,3,9,2,3,6,2,1,3,6.39,NEUTRAL,Less Valuable,No,0.0,5731.0
834,27,0,2,1,6,4,1,6,3,1,2539,1,0,3,4,0,3,4,2,2,2,5.9,NEUTRAL,Less Valuable,No,0.0,2539.0
835,34,0,2,2,9,2,0,7,3,1,5714,1,0,1,6,3,2,6,5,1,3,4.4,NEUTRAL,Not Valuable,No,0.0,5714.0
836,35,0,2,0,8,3,1,1,3,2,4323,1,0,2,6,2,1,5,4,1,4,4.84,NEUTRAL,Not Valuable,No,0.0,4323.0
837,29,1,2,2,23,4,0,7,1,1,7336,1,0,1,11,3,1,11,8,3,10,4.63,NEUTRAL,Not Valuable,No,0.0,7336.0
838,40,0,1,1,9,2,0,5,3,2,13499,9,0,3,20,3,2,18,7,2,13,5.72,NEUTRAL,Less Valuable,No,0.0,13499.0
839,42,1,1,2,12,3,1,7,1,2,13758,0,1,2,22,2,2,21,9,13,14,6.94,NEUTRAL,Less Valuable,Yes,9.5,15065.01
840,42,0,2,2,4,2,1,7,1,2,5155,7,0,4,9,3,4,6,4,1,5,5.48,NEUTRAL,Not Valuable,No,0.0,5155.0
841,35,0,2,1,1,4,1,2,3,1,2258,6,0,2,10,2,3,8,0,1,7,5.99,NEUTRAL,Less Valuable,No,0.0,2258.0
842,24,0,2,1,24,4,1,2,2,2,3597,8,0,4,6,2,3,4,3,1,2,6.17,NEUTRAL,Less Valuable,No,0.0,3597.0
843,28,1,2,1,12,3,0,2,4,1,2515,1,1,4,1,4,2,1,1,0,0,8.03,NEUTRAL,Very Important,Yes,21.94,3066.791
844,26,0,2,1,3,1,1,2,4,1,4420,1,0,2,8,2,3,8,7,0,7,5.12,NEUTRAL,Not Valuable,No,0.0,4420.0
845,30,0,2,2,10,3,1,7,3,1,6578,1,0,1,10,3,3,10,3,1,4,5.31,NEUTRAL,Not Valuable,No,0.0,6578.0
846,40,0,1,1,26,3,0,6,4,1,4422,3,1,4,16,3,1,1,1,0,0,7.28,NEUTRAL,Very Important,No,0.0,4422.0
847,35,0,2,1,2,3,1,4,2,0,10274,2,0,2,15,2,4,7,7,6,4,5.85,NEUTRAL,Less Valuable,No,0.0,10274.0
848,34,0,1,1,1,4,1,0,1,2,5343,0,0,3,14,3,3,13,9,4,9,5.46,NEUTRAL,Not Valuable,No,0.0,5343.0
849,35,0,1,1,4,4,1,2,4,1,2376,1,0,2,2,2,4,2,2,2,2,5.8,NEUTRAL,Less Valuable,No,0.0,2376.0
850,43,1,2,2,9,1,0,7,3,2,5346,8,0,2,7,2,2,4,3,1,3,4.24,NEUTRAL,Not Valuable,No,0.0,5346.0
851,32,0,0,2,2,3,0,8,1,0,2827,1,0,3,1,3,3,1,0,0,0,3.46,NEUTRAL,Not Valuable,No,0.0,2827.0
852,56,0,2,1,4,4,0,3,1,0,19943,4,0,4,28,2,3,5,2,4,2,6.82,NEUTRAL,Less Valuable,No,0.0,19943.0
853,29,0,2,1,6,2,0,2,4,1,3131,1,0,1,10,5,3,10,8,0,8,5.56,NEUTRAL,Not Valuable,No,0.0,3131.0
854,19,0,2,1,9,3,1,6,1,2,2552,1,0,3,1,4,3,1,1,0,0,4.83,NEUTRAL,Not Valuable,No,0.0,2552.0
855,45,0,2,1,7,1,0,6,3,1,4477,4,1,3,7,2,2,3,2,0,2,6.23,NEUTRAL,Less Valuable,No,0.0,4477.0
856,37,0,2,1,1,4,0,4,4,1,6474,1,0,2,14,2,2,14,8,3,11,6.69,NEUTRAL,Less Valuable,No,0.0,6474.0
857,20,0,2,1,3,1,1,2,3,2,3033,1,0,1,2,2,2,2,2,1,2,3.58,NEUTRAL,Not Valuable,No,0.0,3033.0
858,44,1,2,1,10,3,1,6,3,2,2936,1,1,3,6,4,3,6,4,0,2,7.64,NEUTRAL,Very Important,Yes,18.52,3479.7472000000002
859,53,0,2,1,7,4,0,3,3,0,18606,3,0,2,26,6,3,7,7,4,7,7.52,NEUTRAL,Very Important,No,0.0,18606.0
860,29,0,2,1,15,2,0,6,4,1,2168,0,1,1,6,2,2,5,4,1,3,6.25,NEUTRAL,Less Valuable,No,0.0,2168.0
861,22,1,1,1,3,3,1,6,4,1,2853,0,1,2,1,5,3,0,0,0,0,6.95,NEUTRAL,Less Valuable,Yes,12.1,3198.213
862,46,0,2,2,2,3,0,3,1,1,17048,8,0,1,28,2,3,26,15,15,9,5.91,NEUTRAL,Less Valuable,No,0.0,17048.0
863,44,0,0,1,17,4,1,6,3,2,2290,2,0,4,6,3,3,0,0,0,0,5.31,NEUTRAL,Not Valuable,No,0.0,2290.0
864,33,0,2,0,2,2,1,1,3,1,3600,1,0,4,5,2,3,5,4,1,4,5.81,NEUTRAL,Less Valuable,No,0.0,3600.0
865,41,1,0,1,5,1,1,6,1,0,2107,6,0,1,5,2,1,1,0,0,0,1.0,NEUTRAL,Not Valuable,No,0.0,2107.0
866,30,0,2,2,29,3,1,7,1,0,4115,8,0,3,8,3,3,4,3,0,3,5.0,NEUTRAL,Not Valuable,No,0.0,4115.0
867,40,0,1,2,2,2,1,7,2,1,4327,5,0,4,5,2,3,0,0,0,0,4.51,NEUTRAL,Not Valuable,No,0.0,4327.0
868,50,0,1,1,2,4,0,3,1,1,17856,2,0,3,32,3,3,2,2,2,2,5.74,NEUTRAL,Less Valuable,No,0.0,17856.0
869,28,0,2,1,19,4,1,2,1,1,3196,1,0,3,6,2,3,6,5,3,3,5.4,NEUTRAL,Not Valuable,No,0.0,3196.0
870,46,0,2,1,15,4,1,5,2,1,19081,5,0,1,25,2,3,4,2,0,3,5.73,NEUTRAL,Less Valuable,No,0.0,19081.0
871,35,0,2,2,17,3,1,7,1,1,8966,3,1,4,15,2,3,7,7,1,7,7.5,NEUTRAL,Very Important,No,0.0,8966.0
872,24,1,2,1,17,4,0,2,2,1,2210,1,0,1,1,3,1,1,0,0,0,4.13,NEUTRAL,Not Valuable,No,0.0,2210.0
873,33,0,1,2,25,2,0,7,3,1,4539,1,0,1,10,3,2,10,7,0,1,3.72,NEUTRAL,Not Valuable,No,0.0,4539.0
874,36,0,2,1,6,3,1,2,3,0,2741,1,0,3,7,4,3,7,7,1,7,6.21,NEUTRAL,Less Valuable,No,0.0,2741.0
875,30,0,2,1,7,3,1,2,3,0,3491,1,0,1,10,4,2,10,7,8,9,5.53,NEUTRAL,Not Valuable,No,0.0,3491.0
876,44,0,2,1,29,4,1,6,4,2,4541,1,0,2,20,3,3,20,11,13,17,7.85,NEUTRAL,Very Important,No,0.0,4541.0
877,20,0,2,2,21,3,1,8,4,2,2678,1,0,4,2,2,3,2,1,2,2,6.57,NEUTRAL,Less Valuable,No,0.0,2678.0
878,46,0,2,1,2,4,1,4,4,0,7379,2,0,3,12,3,2,6,3,1,4,6.83,NEUTRAL,Less Valuable,No,0.0,7379.0
879,42,0,0,0,2,4,1,1,1,1,6272,7,0,1,10,3,4,4,3,0,3,3.73,NEUTRAL,Not Valuable,No,0.0,6272.0
880,60,0,2,2,7,2,1,7,4,0,5220,0,1,2,12,3,3,11,7,1,9,7.61,NEUTRAL,Very Important,No,0.0,5220.0
881,32,0,1,1,13,3,0,2,2,1,2743,1,0,3,2,2,3,2,2,2,2,4.59,NEUTRAL,Not Valuable,No,0.0,2743.0
882,32,0,1,1,2,4,0,6,3,2,4998,4,1,4,10,2,3,8,7,0,7,7.98,NEUTRAL,Very Important,No,0.0,4998.0
883,36,0,2,1,1,3,0,4,1,0,10252,2,1,3,17,2,3,7,7,7,7,7.4,NEUTRAL,Very Important,No,0.0,10252.0
884,33,0,2,1,9,1,1,6,4,1,2781,0,0,2,15,5,3,14,10,4,10,5.91,NEUTRAL,Less Valuable,No,0.0,2781.0
885,40,0,2,2,10,2,0,7,2,0,6852,7,0,2,7,2,4,5,1,1,3,4.88,NEUTRAL,Not Valuable,No,0.0,6852.0
886,25,0,2,2,10,3,1,7,4,2,4950,0,0,2,5,4,3,4,3,1,1,6.03,NEUTRAL,Less Valuable,No,0.0,4950.0
887,30,0,2,1,1,4,1,6,2,1,3579,0,1,1,12,2,3,11,9,5,7,7.05,NEUTRAL,Very Important,No,0.0,3579.0
888,42,0,1,1,26,1,0,5,1,1,13191,3,1,3,20,6,3,1,0,0,0,5.94,NEUTRAL,Less Valuable,No,0.0,13191.0
889,35,0,0,2,8,3,0,7,4,1,10377,4,1,2,16,6,2,13,2,4,12,7.46,NEUTRAL,Very Important,No,0.0,10377.0
890,27,0,2,1,14,1,1,6,1,1,2235,1,1,4,9,3,2,9,7,6,8,6.38,NEUTRAL,Less Valuable,No,0.0,2235.0
891,54,0,1,1,1,4,0,4,3,0,10502,7,0,1,33,2,1,5,4,1,4,4.86,NEUTRAL,Not Valuable,No,0.0,10502.0
892,44,0,2,1,2,1,0,6,4,1,2011,1,0,4,10,5,3,10,5,7,7,6.67,NEUTRAL,Less Valuable,No,0.0,2011.0
893,19,1,0,1,10,1,0,6,2,2,1859,1,1,2,1,2,4,1,1,0,0,4.38,NEUTRAL,Not Valuable,No,0.0,1859.0
894,29,0,2,1,1,1,0,6,4,0,3760,1,0,1,3,5,3,3,2,1,2,4.78,NEUTRAL,Not Valuable,No,0.0,3760.0
895,54,0,2,1,3,4,1,5,4,1,17779,3,0,1,36,2,3,10,9,0,9,7.04,NEUTRAL,Very Important,No,0.0,17779.0
896,31,0,2,1,11,3,1,0,1,1,6833,1,1,4,6,2,2,6,5,0,1,6.71,NEUTRAL,Less Valuable,No,0.0,6833.0
897,31,0,2,1,24,3,0,0,1,2,6812,1,0,2,10,2,3,10,9,1,8,4.86,NEUTRAL,Not Valuable,No,0.0,6812.0
898,59,0,2,2,3,3,0,7,4,2,5171,5,0,4,13,2,3,6,1,0,5,6.9,NEUTRAL,Less Valuable,No,0.0,5171.0
899,43,0,2,1,3,3,1,5,4,1,19740,3,0,2,25,2,3,8,7,0,7,6.86,NEUTRAL,Less Valuable,No,0.0,19740.0
900,49,0,2,1,4,1,1,3,3,1,18711,2,0,3,23,2,4,1,0,0,0,5.83,NEUTRAL,Less Valuable,No,0.0,18711.0
901,36,0,1,1,3,3,1,6,2,1,3692,1,0,3,12,2,2,11,10,0,7,4.68,NEUTRAL,Not Valuable,No,0.0,3692.0
902,48,0,2,1,2,4,1,2,2,2,2559,5,0,3,7,4,2,1,0,0,0,5.53,NEUTRAL,Not Valuable,No,0.0,2559.0
903,27,0,2,1,4,1,1,6,3,0,2517,1,0,2,5,2,3,5,3,0,3,4.36,NEUTRAL,Not Valuable,No,0.0,2517.0
904,29,0,2,1,7,3,1,0,4,0,6623,1,1,2,6,2,3,6,0,1,0,7.5,NEUTRAL,Very Important,No,0.0,6623.0
905,48,0,2,1,1,4,1,5,4,2,18265,6,0,3,25,3,4,1,0,0,0,7.78,NEUTRAL,Very Important,No,0.0,18265.0
906,29,0,2,1,1,4,0,5,4,0,16124,3,0,2,9,2,2,7,7,1,7,6.68,NEUTRAL,Less Valuable,No,0.0,16124.0
907,34,0,2,1,20,3,0,6,3,1,2585,0,0,4,2,5,2,1,0,0,0,6.05,NEUTRAL,Less Valuable,No,0.0,2585.0
908,44,0,2,2,5,2,1,3,2,1,18213,7,0,3,26,5,3,22,9,3,10,6.69,NEUTRAL,Less Valuable,No,0.0,18213.0
909,33,0,2,2,10,4,1,7,3,0,8380,0,1,4,10,3,3,9,8,0,8,8.92,NEUTRAL,Very Important,No,0.0,8380.0
910,19,0,2,1,25,2,0,6,4,2,2994,1,1,4,1,2,3,1,0,0,1,7.66,NEUTRAL,Very Important,No,0.0,2994.0
911,23,0,2,1,1,4,1,6,3,1,1223,1,0,4,1,2,3,1,0,0,1,6.35,NEUTRAL,Less Valuable,No,0.0,1223.0
912,25,1,1,2,24,3,1,8,4,2,1118,1,1,4,1,4,3,1,0,1,0,7.69,NEUTRAL,Very Important,Yes,18.36,1323.2648
